Assembly Name	Assembly Accession	Assembly Paired Assembly Accession	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
ASM2333461v1	GCA_023334615.1		Pythium torulosum		CBS 316.33						Contig	2022-05-11	JAADVI01	2601
B10K-LU-20-20	GCA_981462795.1		Strepera graculina								Scaffold	2026-03-02	CEQRPY01	127360
RamPxa01_v1	GCA_001956345.1		Ramalina peruviana		YAF0012						Scaffold	2017-01-18	MSTJ01	1657
PGDP_AotGri	GCA_963574505.1		Aotus griseimembra								Scaffold	2023-11-01	CAUYQJ01	136263
CFIA_Lari_EG2017	GCA_007821475.1		Lachnellula arida		CBS 203.66					Annotation submitted by Canadian Food Inspection Agency (CFIA)	Contig	2019-08-01	QGMF01	4119
ASM305509v1	GCA_003055095.1		Goniozus legneri					Nottingham			Scaffold	2018-04-17	NCVS01	7855
PGDP_AvaLan	GCA_963575035.1		Avahi laniger								Scaffold	2023-10-31	CAUYSK01	129047
ASM2173036v1	GCA_021730365.1		Fusarium tucumaniae		NRRL 30196						Scaffold	2022-01-28	JAJOOV01	2777
ASM4578343v1	GCA_045783435.1		Melanitta perspicillata					B10K-DU-009-70	female		Scaffold	2024-12-06	JBJGGX01	87363
Goto.assembly.v1.0	GCA_043238055.1		Greta morgane oto					FC-2023-4			Scaffold	2024-10-16	JAWDGX01	29269
SGH_Genome	GCA_965286655.1		Amblyomma geoemydae								Contig	2025-07-01	CBDIXR01	175796
S-polyspinis_KUI2030	GCA_916701505.1		Sebastes polyspinis								Scaffold	2021-10-09	CAKAOB01	58469
CSU_CCC489_v1	GCA_018360145.1		Claviceps africana		CCC 489					Annotation submitted by None	Contig	2021-05-14	SRPY01	1781
PGDP_OtoCra	GCA_963574585.1		Otolemur crassicaudatus								Scaffold	2023-10-31	CAUYQS01	137650
XD_vamb_bin3231_ASM_v1	GCA_975972555.1		Tubeufia hainanensis								Contig	2025-10-22	CDLUSF01	125
Tnin_1.0	GCA_019973955.1		Trichonephila inaurata madagascariensis							Annotation submitted by Institute for Advanced Biosciences, Keio University	Scaffold	2021-07-22	BMAV01	28263
ASM5000243v1	GCA_050002435.1		Ulota hutchinsiae					BG14191			Scaffold	2025-04-29	JBNGMB01	8800
ASM2640214v1	GCA_026402145.1		Polypterus bichir lapradei				West Africa				Scaffold	2022-11-25	JANRMT01	62861
S-carnatus_xSEB-21	GCA_916700855.1		Sebastes carnatus								Scaffold	2021-11-12	CAKALH01	49734
ASM1330592v1	GCA_013305925.1		Geotrichum reessii		LMA-1148					Annotation submitted by Universite Laval	Scaffold	2020-06-09	QVTG01	753
PGDP_VarRub	GCA_963573675.1		Varecia rubra								Scaffold	2023-10-30	CAUYLW01	112488
ASM2333642v1	GCA_023336425.1		Phytopythium cucurbitacearum (nom. inval.)		CBS 748.96						Contig	2022-05-11	JAADXC01	3263
LDALM_2021	GCA_022114935.1		Leptestheria dahalacensis					LDALM			Scaffold	2022-02-09	JAIQCU01	5717
ASM5199557v1	GCA_051995575.1		Monotaxis grandoculis					Fish10K-Assembly92			Scaffold	2025-08-13	JBNUOC01	34046
PGDP_AotAza	GCA_963573465.1		Aotus azarai								Scaffold	2023-11-01	CAUYMR01	138875
ASM2531049v1	GCA_025310495.1		Harpagus bidentatus					ANSP 31945			Scaffold	2022-09-20	JAOBAP01	9806
ASM3504784v1	GCA_035047845.1		Dendrocincla fuliginosa					IRGN AL075			Scaffold	2024-01-03	JAWWMO01	33025
PGDP_CerTor	GCA_963574135.1		Cercocebus torquatus								Scaffold	2023-11-03	CAUYOL01	156471
ASM4856493v1	GCA_048564935.1		Lignosus tigris					CSTAN			Scaffold	2025-03-11	JAGDFW01	1936
ASM1339815v1	GCA_013398155.1		Pedionomus torquatus					B10K-DU-029-80	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRU01	39814
ASM4578863v1	GCA_045788635.1		Lullula arborea					B10K-D-DBG-27			Scaffold	2024-12-06	JBJGKT01	158701
ASM4583846v1	GCA_045838465.1		Emberiza hortulana					B10K-D-DBG-2			Scaffold	2024-12-09	JBJGBJ01	158701
PGDP_EulRub	GCA_963574895.1		Eulemur rubriventer								Scaffold	2023-10-31	CAUYRY01	116212
ASM436793v1	GCA_004367935.1		Colletotrichum sidae		CBS 518.97					Annotation submitted by RIKEN	Scaffold	2019-03-22	QAPF01	14826
ASM2693734v1	GCA_026937345.1		Buteo jamaicensis					ANSP 29542			Scaffold	2022-12-16	JANVCO01	9454
ASM5199448v1	GCA_051994485.1		Glossolepis incisus					Fish10K-Assembly67			Scaffold	2025-08-13	JBNTTO01	35163
JACO_1.0	GCA_014898725.1		Jacaranda copaia					P BRU 00008453			Scaffold	2020-10-20	JACGDI01	5860
ButJap1.0	GCA_010312235.1		Buteo japonicus					eb-nibr-220			Scaffold	2020-02-04	PYWZ01	29199
ASM3844259v1	GCA_038442595.1		Aerospiza tachiro					FMNH 452456			Scaffold	2024-04-24	JAVJIG01	9158
ASM4578492v1	GCA_045784925.1		Curruca communis					B10K-D-NMHD-39			Scaffold	2024-12-06	JBJGIH01	243981
ASM3504818v1	GCA_035048185.1		Cinnycerthia unirufa					IRGN AL889			Scaffold	2024-01-03	JAWWMV01	25280
ASM5577257v1	GCA_055772575.1		Piculus flavigula					B10K-D-NHMD-219			Scaffold	2026-03-10	JBVOLV01	288744
ASM2755965v1	GCA_027559655.1		Accipiter superciliosus					IRGN 5UDVVMYWPV			Scaffold	2023-01-03	JAOBUD01	19262
Rd_10x_megabubbles_genomic_v1	GCA_905250125.1		Rotaria sordida							Annotation submitted by IMPERIAL COLLEGE LONDON	Scaffold	2021-03-21	CAJNOL01	18468
PGDP_CerLun	GCA_963573365.1		Cercocebus lunulatus								Scaffold	2023-11-03	CAUYMV01	156693
ASM982936v1	GCA_009829365.1		Neofusicoccum umdonicola		CBS 123644						Scaffold	2020-01-03	RHKB01	1343
ASM4095581v1	GCA_040955815.1		Ciboria batschiana		CBS 330.35						Scaffold	2024-07-30	JAWPPJ01	2030
ASM2544815v1	GCA_025448155.1		Cacatua ducorpsii					IRGN EZV2UPD3BS			Scaffold	2022-09-27	JAOEHO01	272682
private_X14_concoct_bin.2	GCA_964254535.1		Hypogymnia physodes								Scaffold	2024-09-21	CAXUUK01	1395
ASM2758009v1	GCA_027580095.1		Circus hudsonius					ANSP 35205			Scaffold	2023-01-06	JANZYE01	6759
ASM2053653v1	GCA_020536535.1		Pelomyxa schiedti		SKADARSKE					Annotation submitted by Charles University, BIOCEV	Scaffold	2021-10-20	JAHLWZ01	5337
ASM4080236v1	GCA_040802365.1		Geoscapheus dilatatus					8Gdila			Contig	2024-07-22	JAZBJU01	120496
ASM3783371v1	GCA_037833715.1		Toxotes lorentzi					J7U5EOPAOC			Scaffold	2024-03-29	JBBMJY01	28673
PGDP_HapAla	GCA_963574485.1		Hapalemur alaotrensis								Scaffold	2023-10-30	CAUYQI01	118211
ASM4578838v1	GCA_045788385.1		Ardea alba					B10K-D-DBG-74			Scaffold	2024-12-06	JBJGKK01	200856
ASM1340121v1	GCA_013401215.1		Atlantisia rogersi					OUT-0055	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZUJ01	159311
PGDP_AotVoc	GCA_963573775.1		Aotus vociferans					JAP759			Scaffold	2023-11-01	CAUYMY01	143377
ASM1336520v1	GCA_013365205.1		Pseudocercospora cruenta					Pscow-1			Scaffold	2020-06-22	JAASFE01	6223
ASM1714019v1	GCA_017140195.1		Eumaeus atala								Scaffold	2021-03-02	JAFELO01	12781
ASM293393v1	GCA_002933935.1		Eutrema yunnanense				Hunan				Scaffold	2018-02-20	PKML01	78020
ASM5000203v1	GCA_050002035.1		Polytrichastrum ohioense					BG14860			Scaffold	2025-04-29	JBNGKP01	25252
PGDP_CebNiv	GCA_963575025.1		Cebuella niveiventris					JT32			Scaffold	2023-11-02	CAUYSN01	151822
S-ensifer_SEB-163	GCA_916700965.1		Sebastes ensifer								Scaffold	2021-11-13	CAKALQ01	52002
ASM1339956v1	GCA_013399565.1		Podilymbus podiceps					B10K-DU-009-04	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAO01	6096
public_SRR14722078_concoct_bin.17	GCA_964255375.1		Lecanora oreinoides								Scaffold	2024-09-21	CAXUVL01	1157
mLopImh1.curated_primary_1811	GCA_907164525.1		Lophiomys imhausi								Scaffold	2021-06-03	CAJQZJ01	37524
ASM5000285v1	GCA_050002855.1		Catagonium nitens					BG14390			Scaffold	2025-04-29	JBNGMM01	21787
B10K-DU-015-44	GCA_977968775.1		Epinecrophylla fulviventris								Scaffold	2026-02-03	CDWWOE01	87011
ASM1482547v1	GCA_014825475.1		Pseudomyrmex flavicornis						female		Scaffold	2020-09-30	QVNW01	19545
ASM291650v1	GCA_002916505.1		Tolypocladium paradoxum		NRBC 100945					Annotation submitted by Oregon State University	Scaffold	2018-02-05	PKSG01	1138
DipSp1Ass11Ann3	GCA_002287525.1		Diploscapter pachys					PF1309		Annotation submitted by New York University	Scaffold	2017-09-07	LIAE01	10775
ASM4583837v1	GCA_045838375.1		Gavia immer					B10K-D-DBG-17			Scaffold	2024-12-09	JBJGBO01	150848
ASM3056472v1	GCA_030564725.1		[Candida] sophiae-reginae		NRRL Y-17668						Scaffold	2023-07-31	JAKTYG01	833
ASM2602579v1	GCA_026025795.1		Thelocarpon superellum					Spribille s.n. 20.10.2019/TS-e1926		Annotation submitted by University of Alberta	Contig	2022-11-07	JAPEUG01	797
TRKK872-Atri	GCA_026543055.1		Argiope trifasciata					TRKK872	female		Scaffold	2022-11-30	JAPMOQ01	68185
ASM5199438v1	GCA_051994385.1		Sargocentron spiniferum					Fish10K-Assembly65			Scaffold	2025-08-13	JBNUNQ01	41987
icPlaGerm1_p1.1	GCA_050242995.1		Plateumaris germari					AquaticLeafBeetle01/CBP00876			Contig	2025-05-07	JBMEYL01	28599
ASM2460650v1	GCA_024606505.1		Aquila spilogaster					LACM Birds-75152			Scaffold	2022-08-09	JANHGO01	8264
KEW_Blcr	GCA_051941205.1		Blastenia crenularia					LIQ216CACR		Annotation submitted by Royal Botanic Gardens Kew	Contig	2025-08-12	JAVEBG01	1753
ASM4729187v1	GCA_047291875.1		Tockus fasciatus					LACM 70187			Scaffold	2025-01-28	JBKKFO01	8911
ASM4110803v1	GCA_041108035.1		Trochocercus nitens					DRL 944			Scaffold	2024-08-08	JBFPDR01	233620
ASM3602629v1	GCA_036026295.1		Spinus olivaceus					FMNH 481061			Scaffold	2024-01-25	JAYRCE01	23901
HLcalSin1	GCA_022412395.1		Calyptommatus sinebrachiatus					MTR03294			Scaffold	2022-02-28	JAJVDE01	12067
ASM986984v1	GCA_009869845.1		Pseudachorutes palmiensis					24-066			Scaffold	2020-01-14	VNWY01	5054
ASM1326620v1	GCA_013266205.1		Fusarium decemcellulare		NRRL 13412					Annotation submitted by US Department of Agriculture, Agriculture Research Service	Scaffold	2020-06-03	JAAGWO01	3482
ASM3477467v1	GCA_034774675.1		Scedosporium minutisporum		MUT 6113						Scaffold	2023-12-28	SJVG01	2631
ASM2333439v1	GCA_023334395.1		Phytopythium sindhum		CBS 124518						Contig	2022-05-11	JAASGW01	3069
ASM5000333v1	GCA_050003335.1		Rhytidiadelphus subpinnatus					BG14413			Scaffold	2025-04-29	JBNGMQ01	17953
KEW_Xste	GCA_023646075.1		Xanthoria steineri					LIQ73XASTE-2		Annotation submitted by Royal Botanic Gardens Kew	Contig	2022-06-02	JALAIK01	2267
ASM2856709v1	GCA_028567095.1		Accipiter rufitorques					KU 120222			Scaffold	2023-02-09	JANHGY01	6447
lerEdw1.0	GCA_029204185.1		Lerista edwardsae					Ler83		Annotation submitted by Harvard University	Scaffold	2023-03-14	JAJKFI01	40606
Theste1	GCA_042186575.1		Thermomyces stellatus		CBS 241.64					Annotation submitted by DOE Joint Genome Institute	Scaffold	2024-09-18	JBAGCR01	2113
ASM5577283v1	GCA_055772835.1		Onychoprion anaethetus					B10K-D-NHMD-85			Scaffold	2026-03-10	JBVOMJ01	191235
ASM1760754v1	GCA_017607545.1		Acromyrmex charruanus					BGI-DK2014a		Annotation submitted by BGI	Scaffold	2021-03-29	JAANIC01	6883
ASM5199244v1	GCA_051992445.1		Campylomormyrus elephas					Fish10K-Assembly19			Scaffold	2025-08-13	JBNTSG01	33054
ASM4918073v1	GCA_049180735.1		Ambassis urotaenia					Aur-CRag_030			Scaffold	2025-03-30	JBMBRX01	34594
ASM2774356v1	GCA_027743565.1		Vigna trinervia					CN_2021a			Scaffold	2023-01-11	JAJDEZ01	17312
S_taczanowskii_133425	GCA_916701585.1		Sebastes taczanowskii								Scaffold	2021-10-09	CAKAOE01	57465
ASM2747546v1	GCA_027475465.1		Hieraaetus morphnoides					IRGN ZYZTKKNN2O			Scaffold	2022-12-28	JAOXJU01	9616
PGDP_CebUni	GCA_963574255.1		Cebus unicolor					JAP738			Scaffold	2023-11-02	CAUYOW01	156912
PGDP_CebOli	GCA_963574745.1		Cebus olivaceus					JPB142			Scaffold	2023-11-02	CAUYRM01	157586
Eadl	GCA_900480045.1		Eurytoma adleriae								Scaffold	2018-12-05	UXGC01	215946
ASM395784v1	GCA_003957845.1		Oidium heveae		HO-73						Scaffold	2018-12-21	QVIK01	13271
ASM982985v1	GCA_009829855.1		Neofusicoccum kwambonambiense		CBS 123642						Scaffold	2020-01-03	RKSS01	1717
ASM2546923v1	GCA_025469235.1		Pemphigus obesinymphae					NAM_Pem_2020			Scaffold	2022-09-28	JAIPRL01	126996
ASM4917629v1	GCA_049176295.1		Lophodytes cucullatus					ANSP:skin:206932			Scaffold	2025-03-29	JBMAIL01	43816
Aaur_10x_AMNH	GCA_026543865.1		Argiope aurantia					AMNH-3	female		Scaffold	2022-11-30	JAPMOR01	126020
ASM4729166v1	GCA_047291665.1		Tockus alboterminatus					LACM 83899			Scaffold	2025-01-28	JBKKFP01	10153
ASM5125415v1	GCA_051254155.1		Spinus cucullatus					B60C9Y7LGL			Scaffold	2025-07-08	JBPBUX01	22868
PGDP_AloBel	GCA_963574145.1		Alouatta belzebul								Scaffold	2023-11-02	CAUYOS01	173727
REN_Aarabs_1.0	GCA_011801015.1		Ardeotis arabs				Yemen	R09N00325	male		Scaffold	2020-03-31	JAAGAY01	148690
S_koreanus_134992	GCA_916701025.1		Sebastes koreanus								Scaffold	2021-10-09	CAKANJ01	61392
ASM2333587v1	GCA_023335875.1		Elongisporangium prolatum		CBS 845.68						Contig	2022-05-11	JAADVW01	3655
Asel_1.0	GCA_014634525.1		Acropora selago								Scaffold	2020-09-05	BLFM01	5816
ASM5101662v1	GCA_051016625.1		Anser rossii					ANSP:skin:193934			Scaffold	2025-06-22	JBNQTT01	201722
PGDP_ProCor	GCA_963574665.1		Propithecus deckenii coronatus								Scaffold	2023-10-31	CAUYQY01	133208
JCM_11071_assembly_v001	GCA_040366565.1		Trimorphomyces papilionaceus		JCM 11071						Scaffold	2024-04-04	BCIB01	938
Malci1	GCA_041956615.1		Malbranchea cinnamomea		CBS 343.55					Annotation submitted by DOE Joint Genome Institute	Scaffold	2024-09-16	JAZGTA01	347
ASM4611827v1	GCA_046118275.1		Phalloceros buckupi					WMBF2023111701	male		Scaffold	2024-12-16	JBJNHI01	30782
ASM4578291v1	GCA_045782915.1		Calidris bairdii					B10K-DU-023-42	female		Scaffold	2024-12-06	JBJGFZ01	171567
ASM4729175v1	GCA_047291755.1		Cucumis sagittatus					ARXS4Z58SU			Scaffold	2025-01-28	JBKKFV01	32778
Aflo_1.0	GCA_014634605.1		Acropora florida								Scaffold	2020-09-05	BLFE01	6979
ASM5000353v1	GCA_050003535.1		Hygroamblystegium varium					BG14210			Scaffold	2025-04-29	JBNGNF01	31555
ASM2173034v1	GCA_021730345.1		Fusarium cicatricum		NRRL 54954						Scaffold	2022-01-28	JAJODA01	2686
ASM3558471v1	GCA_035584715.1		Xiphorhynchus erythropygius					IRGN AL109			Scaffold	2024-01-11	JAWMRB01	33665
ASM3707494v2	GCA_037074945.2		Tetracladium marchalianum		CBS 439.51						Contig	2025-01-19	JBAMDN02	1706
ASM4110837v1	GCA_041108375.1		Vireo hypochryseus					FMNH 459665			Scaffold	2024-08-08	JBFTWU01	113516
ASM3235927v1	GCA_032359275.1		Microctenopoma steveboyesi					SAIAB 204020			Scaffold	2023-10-04	JAUMHF01	52706
ASM5199231v1	GCA_051992315.1		Gempylus serpens					Fish10K-Assembly14			Scaffold	2025-08-13	JBNUNE01	61505
ASM2580231v1	GCA_025802315.1		Hieraaetus ayresii					IRGN Q1B68H6AT3			Scaffold	2022-10-23	JAOYMW01	121417
CUHK_Rimm_v1	GCA_023313115.1		Rhysida immarginata					JH0006			Scaffold	2022-05-10	JAHWFO01	117837
ASM1482568v1	GCA_014825685.1		Pseudomyrmex cubaensis					CSM2149	female		Scaffold	2020-09-30	QVOA01	24805
PGDP_NomGab	GCA_963574555.1		Nomascus gabriellae								Scaffold	2023-11-02	CAUYQO01	156742
S-rosenblatti_SEB-147	GCA_916701545.1		Sebastes rosenblatti								Scaffold	2021-11-13	CAKANU01	46985
public_SRR14722280_metabat2_bin.4	GCA_964254665.1		Dictyomeridium proponens								Scaffold	2024-09-21	CAXUTZ01	1063
ASM201826v1	GCA_002018265.1		Ceratocystis harringtonii					CMW 14789			Scaffold	2017-03-03	MKGM01	813
PEVE_v1	GCA_942486025.1		Porites evermanni							Annotation submitted by Genoscope CEA	Scaffold	2023-05-15	CALNXI01	8186
ASM1339951v1	GCA_013399515.1		Sylvietta virens					B10K-DU-009-59	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAN01	4638
GTK	GCA_006410795.1		Tragelaphus strepsiceros					GTK-544			Scaffold	2019-06-24	SJYU01	320432
JCM_10408_assembly_v001	GCA_040368585.1		Tausonia pamirica		JCM 10408						Scaffold	2024-04-04	BCJB01	127
ASM3602617v1	GCA_036026175.1		Cephus pygmeus					W4V7VY7RXT			Scaffold	2024-01-25	JAYRBY01	226981
ASM980523v1	GCA_009805235.1		Neurospora pannonica FGSC 7221		FGSC 7221						Scaffold	2019-12-27	RANY01	2921
ASM2333585v1	GCA_023335855.1		Pythium scleroteichum		CBS 294.37						Contig	2022-05-11	JAADVR01	3668
PGDP_CerPog	GCA_963575055.1		Cercopithecus pogonias								Scaffold	2023-11-02	CAUYSS01	174978
PGDP_NomAnn	GCA_963574525.1		Nomascus annamensis								Scaffold	2023-11-02	CAUYQL01	159813
ASM2550472v1	GCA_025504725.1		Circaetus gallicus								Scaffold	2022-09-30	JANZMD01	11097
ASM3026528v1	GCA_030265285.1		Cacatua sanguinea					KU 6186			Scaffold	2023-06-13	JARBET01	22772
fBovVar2	GCA_943593645.1		Bovichtus variegatus								Scaffold	2022-06-10	CALSCE01	11172
ASM5199246v1	GCA_051992465.1		Cephalopholis argus					Fish10K-Assembly17			Scaffold	2025-08-13	JBNUNF01	84237
ASM1340708v1	GCA_013407085.1		Atriophallophorus winterbourni					NZ2018	hermaphrodite		Scaffold	2020-07-13	JACCGJ01	26114
ASM3965438v1	GCA_039654385.1		Cataglyphis altisquamis					SA-2012-5M			Scaffold	2024-05-16	JBCEZW01	268056
ASM1339659v1	GCA_013396595.1		Nyctibius bracteatus					B10K-CU-031-10	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWZB01	12634
ASM5000271v1	GCA_050002715.1		Leptotheca gaudichaudii					BG14387			Scaffold	2025-04-29	JBNGMA01	21508
ASM2543503v1	GCA_025435035.1		Cryptoleucopteryx plumbea								Scaffold	2022-09-27	JANZME01	41536
ASM3468240v1	GCA_034682405.1		Hydroisotoma schaefferi					Gr-Col-00807			Contig	2023-12-27	JAQFZX01	20888
ASM3470094v1	GCA_034700945.1		Arrhopalites spinosus					Gr-Col-00816			Contig	2023-12-27	JAQIVZ01	40353
PGDP_HylKlo	GCA_963574335.1		Hylobates klossii								Scaffold	2023-11-02	CAUYPF01	158208
PGDP_PilKir	GCA_963574805.1		Piliocolobus kirkii								Scaffold	2023-11-03	CAUYRS01	164328
ASM4917633v1	GCA_049176335.1		Nettapus pulchellus					ANSP:skin:192488			Scaffold	2025-03-29	JBMAIM01	61029
ASM983090v1	GCA_009830905.1		Neofusicoccum cordaticola		CBS 123638						Scaffold	2020-01-03	RHKD01	2393
ASM325488v1	GCA_003254885.1		Purshia tridentata					NF-2018-11			Scaffold	2018-06-19	QANT01	9353
public_SRR14721926_metabat2_bin.3	GCA_964256085.1		Buellia mamillana								Scaffold	2024-09-21	CAXUZP01	1356
ASM1340061v1	GCA_013400615.1		Syrrhaptes paradoxus					B10K-DU-003-42	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZTO01	215209
PGDP_AllSol	GCA_963575195.1		Allochrocebus solatus								Scaffold	2023-11-03	CAUYTQ01	176069
ASM301296v1	GCA_003012965.1		Juglanconis oblonga					AR4414			Contig	2018-03-21	MUZH01	4435
ASM5000269v1	GCA_050002695.1		Aulacomnium palustre					BG14188			Scaffold	2025-04-29	JBNGME01	22801
PGDP_LorLyd	GCA_963574355.1		Loris lydekkerianus								Scaffold	2023-11-01	CAUYPK01	172007
ASM433528v1	GCA_004335285.1		Ascochyta fabae		247/15						Contig	2019-03-08	SATU01	18286
ASM293838v1	GCA_002938385.1		Gymnopilus dilepis		SRW20					Annotation submitted by Ohio State University	Scaffold	2018-02-22	NHYE01	5668
ASM2239333v1	GCA_022393335.1		Macrotrachela quadricornifera					MA			Scaffold	2022-02-25	JAJEKB01	25514
ASM2575871v1	GCA_025758715.1		Glaciozyma martinii		DBVPG 4841						Scaffold	2022-10-19	JANGFH01	1289
ASM1362362v1	GCA_013623625.1		Fusarium setosum		NRRL 36526						Scaffold	2020-07-24	JABFFE01	3402
ASM5577253v1	GCA_055772535.1		Veniliornis sanguineus					B10K-DU-019-20			Scaffold	2026-03-10	JBVOLT01	78148
ASM4096645v1	GCA_040966455.1		Spatula puna					UAM:Bird:38306			Scaffold	2024-07-30	JBBYGV01	115357
UCB_Dwat_1.0	GCA_008042575.1		Drosophila watanabei					14028-0531.02	female		Scaffold	2019-08-21	VNJS01	18615
PGDP_MacSib	GCA_963574275.1		Macaca siberu								Scaffold	2023-11-03	CAUYPE01	167935
As_10x_pseudohap_genomic_v1	GCA_905250115.1		Adineta steineri							Annotation submitted by IMPERIAL COLLEGE LONDON	Scaffold	2021-03-20	CAJNOI01	8257
ASM3602307v1	GCA_036023075.1		Gaultheria prostrata					LL-2021-03			Scaffold	2024-01-25	JAXBDA01	66320
PS1_23737_contigs	GCA_900634815.1		Paradendryphiella salina								Scaffold	2019-02-13	CAAAGB01	1818
PGDP_PilGor	GCA_963574285.1		Piliocolobus gordonorum								Scaffold	2023-11-03	CAUYPL01	166552
CSU_CCC659_v1	GCA_018360205.1		Claviceps digitariae		CCC 659					Annotation submitted by None	Contig	2021-05-14	SRPT01	1773
ASM3478149v1	GCA_034781495.1		Accipiter minullus					FMNH 452457			Scaffold	2023-12-28	JAVHUJ01	9698
ASM1336320v1	GCA_013363205.1		Fusarium tuaranense		NRRL 46518						Scaffold	2020-06-19	JABEEN01	3977
PGDP_CerHam	GCA_963574815.1		Cercopithecus hamlyni								Scaffold	2023-11-02	CAUYRU01	171624
GBI_Ddensiflora_abyss_1.0	GCA_049997615.1		Dudleya densiflora					UCBG 90.0124_Leaf_1			Scaffold	2025-04-29	JBMGSZ01	156891
Nmo_b1v02_max_arth_b2g_genome	GCA_905338405.1		Notodromas monacha							Annotation submitted by University of Lausanne	Scaffold	2021-05-18	CAJPEX01	62251
ASM4611823v1	GCA_046118235.1		Phalloceros spiloura					WMBF2023112201			Scaffold	2024-12-16	JBJNHH01	56230
Wild Jack	GCA_946598075.1		Artocarpus hirsutus								Scaffold	2022-11-29	CAMOHE01	59945
ASM4104504v1	GCA_041045045.1		Elminia nigromitrata					DRL 1048			Scaffold	2024-08-05	JBFSWX01	459088
public_SRR14722177_concoct_bin.11	GCA_964256235.1		Biatora appalachensis								Scaffold	2024-09-21	CAXVAA01	1025
NY2072385-Austroboletus-niveus	GCA_038090255.1		Austroboletus niveus		NY2072385						Scaffold	2024-04-12	JBBPMJ01	11569
ASM2677019v1	GCA_026770195.1		Circus approximans					KU 114996			Scaffold	2022-12-09	JANZMF01	7703
S-zacentrus_KUI3201	GCA_916701415.1		Sebastes zacentrus								Scaffold	2021-10-09	CAKAOC01	58077
ASM4110785v1	GCA_041107855.1		Dicrurus atripennis					DRL 1088			Scaffold	2024-08-08	JBFCYV01	18962
PGDP_LepAnk	GCA_963573785.1		Lepilemur ankaranensis								Scaffold	2023-10-30	CAUYMN01	131967
ASM1980457v2	GCA_019804575.2		Pseudotulostoma volvatum		6Q3QHG6JMA						Scaffold	2022-12-28	JAHQZX02	5628
ASM523950v1	GCA_005239505.1		Nicotiana paniculata								Scaffold	2019-05-02	MDKI01	181977
ASM1339766v1	GCA_013397665.1		Probosciger aterrimus					B10K-DU-017-47	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VYZH01	14498
